State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
AR,5,6150,Flippin School District,"7,256",944,214
AR,5,6210,Fordyce School District,"4,954",838,184
AR,5,6240,Foreman School District,"2,583",470,88
AR,5,6270,Forrest City School District,"20,907","3,020","1,185"
AR,5,6330,Fort Smith Public Schools,"91,178","15,404","3,380"
AR,5,6360,Fouke School District,"5,764","1,121",141
AR,5,6420,Fountain Lake School District,"15,685","1,291",236
AR,5,4110,Genoa Central School District,"4,658",938,185
AR,5,6540,Gentry Public Schools,"9,597","1,948",197
AR,5,6630,Glen Rose School District,"5,543",985,252
AR,5,29,Gosnell School District,"5,112","1,090",274
AR,5,6840,Gravette School District,"18,561","2,488",278
AR,5,6870,Green Forest School District,"7,651","1,454",251
AR,5,6900,Greenbrier School District,"16,801","3,450",401
AR,5,13080,Greene County Technical School District,"20,184","3,695",589
AR,5,6930,Greenland Public Schools,"7,472","1,399",157
AR,5,6990,Greenwood School District,"19,899","3,788",435
AR,5,7110,Gurdon School District,"4,302",738,148
AR,5,7140,Guy-Perkins Schools,"2,781",523,59
AR,5,7170,Hackett Public Schools,"6,210","1,099",169
AR,5,42,Hamburg School District,"8,569","1,495",352
AR,5,7230,Hampton School District,"3,927",561,78
AR,5,7290,Harmony Grove School District,"4,669",838,223
AR,5,7320,Harmony Grove School District,"6,447","1,178",107
AR,5,7350,Harrisburg School District,"6,901","1,221",307
AR,5,7380,Harrison School District,"21,059","3,376",557
AR,5,7530,Hazen School District,"4,605",693,157
AR,5,7560,Heber Springs School District,"11,560","1,641",297
AR,5,7620,Hector School District,"3,749",662,118
AR,5,7680,Helena-West Helena School District,"11,713","2,194","1,155"
AR,5,7710,Hermitage School District,"2,666",503,130
AR,5,7770,Highland School District,"12,603","1,693",533
AR,5,71,Hillcrest School District,"3,673",644,205
AR,5,7840,Hope School District,"15,098","2,883",751
AR,5,7860,Horatio School District,"3,980",842,197
AR,5,7890,Hot Springs School District,"31,418","3,944","1,118"
AR,5,7990,Hoxie School District,"3,697",626,156
AR,5,8130,Huntsville School District,"15,453","2,614",608
AR,5,21,Izard Cty Consolidated Schools,"4,806",588,145
AR,5,13230,Jackson County School District,"4,286",694,152
AR,5,419,Jacksonville North Pulaski School District,"39,409","6,636","1,361"
AR,5,8240,Jasper School District,"5,743",861,239
AR,5,7920,Jessieville School District,"7,334",768,202
AR,5,8280,Jonesboro Public Schools,"41,064","6,940","2,114"
AR,5,8340,Junction City School District,"2,919",508,76
AR,5,8490,Kirby School District,"2,757",483,110
AR,5,65,Lafayette County School District,"5,018",705,243
AR,5,8610,Lake Hamilton School District,"25,421","4,381",740
AR,5,8640,Lakeside School District,"7,629","1,317",559
AR,5,8670,Lakeside School District,"18,540","2,961",353
AR,5,8700,Lamar School District,"7,127","1,148",253
AR,5,8730,Lavaca Public Schools,"5,085",901,104
AR,5,82,Lawrence County School District,"7,807","1,153",261
AR,5,3420,Lead Hill School District,"2,838",416,72
AR,5,9360,Lee County School District,"8,857","1,169",451
AR,5,8940,Lincoln School District,"8,277","1,668",222
AR,5,9000,Little Rock School District,"182,606","29,695","5,863"
AR,5,9060,Lonoke School District,"10,599","1,781",371
AR,5,9150,Magazine Schools,"2,590",451,78
AR,5,9190,Magnet Cove School District,"3,294",578,89
AR,5,44,Magnolia School District,"20,110","2,929",772
AR,5,9240,Malvern Special School District,"18,622","2,697",752
AR,5,9270,Mammoth Spring Schools,"3,163",500,118
AR,5,46,Manila School District,"4,553",798,124
AR,5,9330,Mansfield School District,"5,796","1,046",185
AR,5,9390,Marion School District,"20,293","3,881",832
AR,5,9420,Marked Tree School District,"3,609",588,186
AR,5,16,Marmaduke School District,"4,132",772,119
AR,5,9510,Marvell School District,"3,530",567,238
AR,5,9540,Mayflower School District,"6,839","1,033",160
AR,5,9570,Maynard School District,"3,409",651,167
AR,5,9600,McCrory School District,"3,060",527,149
AR,5,9630,McGehee School District,"5,997","1,085",364
AR,5,9720,Melbourne School District,"5,313",865,132
AR,5,9750,Mena Public Schools,"12,889","2,105",480
AR,5,20,Midland School District,"4,127",742,121
AR,5,9780,Mineral Springs School District,"3,753",644,170
AR,5,9840,Monticello School District,"11,091","1,801",401
AR,5,9990,Mount Ida School District,"4,010",454,134
AR,5,10080,Mount Vernon-Enola School District,"3,263",584,88
AR,5,43,Mountain Home School District,"33,427","4,308",637
AR,5,10170,Mountain Pine School District,"4,242",653,131
AR,5,10200,Mountain View School District,"12,285","1,748",495
AR,5,10260,Mountainburg Schools,"4,824",786,157
AR,5,10290,Mulberry School District,"4,154",630,145
AR,5,10380,Nashville School District,"9,091","1,751",449
AR,5,10410,Nemo Vista School District,"2,396",440,88
AR,5,10440,Nettleton School District,"26,605","4,276",935
AR,5,30,Nevada School District,"2,696",437,168
AR,5,23,Newport School District,"10,868","1,439",512
AR,5,10560,Norfork Schools,"3,836",539,130
AR,5,10680,North Little Rock School District,"57,731","9,602","2,390"
AR,5,10920,Omaha School District,"2,818",466,99
AR,5,10950,Osceola School District,"6,793","1,312",396
AR,5,73,Ouachita River School District,"4,174",669,155
AR,5,10980,Ouachita School District,"2,045",338,71
AR,5,76,Ozark Mountain School District,"4,934",748,232
AR,5,11010,Ozark School District,"10,884","1,824",381
AR,5,51,Palestine-Wheatley School District,"2,060",318,120
AR,5,11070,Pangburn School District,"3,473",565,96
AR,5,17,Paragould School District,"21,548","3,647",713
AR,5,11130,Paris School District,"7,016",986,220
AR,5,11220,Parkers Chapel School District,"2,606",527,99
AR,5,3030,Pea Ridge School District,"10,048","2,189",213
AR,5,11340,Perryville School District,"5,240",846,186
AR,5,11370,Piggott School District,"5,279",805,151
AR,5,26,Pine Bluff School District,"27,717","4,563","1,461"
AR,5,11610,Pocahontas School District,"11,303","1,902",424
AR,5,11700,Pottsville Public Schools,"5,952","1,176",192
AR,5,11730,Poyen School District,"1,217",202,44
AR,5,11760,Prairie Grove School District,"10,688","2,192",226
AR,5,11820,Prescott School District,"4,866",820,260
AR,5,11850,Pulaski County Special School District,"117,922","19,844","2,358"
AR,5,11880,Quitman School District,"4,959",788,136
AR,5,4370,Rector School District,"3,646",564,128
AR,5,45,Rivercrest School District,"5,664",989,231
AR,5,12,Riverside School District,"4,873",949,202
AR,5,8400,Riverview School District,"8,045","1,346",371
AR,5,11970,Rogers Public Schools,"102,468","19,444","2,498"
AR,5,12000,Rose Bud School District,"4,586",848,185
AR,5,12060,Russellville Schools,"39,086","6,006",994
AR,5,12090,Salem School District,"4,783",747,186
AR,5,12180,Scranton School District,"2,256",414,63
AR,5,9480,Searcy County School District,"6,479",908,280
AR,5,12210,Searcy School District,"33,200","5,116",799
AR,5,15,Sheridan School District,"27,499","4,795",670
AR,5,12420,Shirley School District,"4,321",523,130
AR,5,12450,Siloam Springs Schools,"27,366","5,190",961
AR,5,12480,Sloan-Hendrix School District,"4,113",695,175
AR,5,12510,Smackover-Norphlet School District,"6,381","1,086",226
AR,5,12520,South Conway County School District,"15,466","2,556",526
AR,5,10320,South Pike County School District,"4,908",742,150
AR,5,12570,South Side-Bee Branch School District,"3,309",573,112
AR,5,12540,Southside School District,"5,549","1,043",258
AR,5,12630,Spring Hill School District,"1,420",308,41
AR,5,12660,Springdale School District,"107,698","22,640","4,037"
AR,5,28,Star City School District,"8,467","1,391",365
AR,5,12930,Strong School District,"3,080",478,74
AR,5,12960,Stuttgart School District,"9,802","1,685",375
AR,5,13110,Texarkana School District,"32,487","5,191","1,246"
AR,5,47,Trumann Schools,"9,380","1,594",508
AR,5,79,Two Rivers School District,"6,964","1,167",266
AR,5,13350,Valley Springs School District,"4,669",867,106
AR,5,13380,Valley View School District,"11,445","2,679",212
AR,5,13410,Van Buren School District,"33,959","6,116","1,394"
AR,5,13530,Vilonia School District,"16,499","3,452",342
AR,5,13560,Viola School District,"3,277",529,129
AR,5,13680,Waldron School District,"8,685","1,468",396
AR,5,6,Warren School District,"8,088","1,431",436
AR,5,13930,Watson Chapel School District,"14,757","2,261",623
AR,5,14010,West Fork School District,"6,412","1,214",135
AR,5,8040,West Memphis School District,"26,826","5,131","1,801"
AR,5,14040,West Side School District,"4,503",511,148
AR,5,41,Western Yell County School District,"2,668",491,124
AR,5,4020,Westside Consolidated School District,"10,374","2,061",371
AR,5,14020,Westside School District,"4,149",802,153
AR,5,4170,White County Central School District,"3,849",720,145
AR,5,14140,White Hall School District,"12,681","2,277",436
AR,5,14370,Wonderview School District,"2,812",431,105
AR,5,14400,Woodlawn School District,"2,626",437,65
AR,5,14430,Wynne Public Schools,"13,144","2,302",523
AR,5,14490,Yellville-Summit School District,"6,266",924,254
CA,6,1620,ABC Unified School District,"108,331","17,163","2,106"
CA,6,1650,Acalanes Union High School District,"118,736","5,953",153
CA,6,1680,Ackerman Elementary School District,"2,926",277,34
CA,6,1,Acton-Agua Dulce Unified School District,"12,882","1,879",193
CA,6,1710,Adelanto Elementary School District,"60,637","7,067","1,845"
CA,6,1770,Alameda City Unified School District,"81,683","11,232",819
CA,6,1860,Albany City Unified School District,"20,578","3,258",174
CA,6,1890,Alexander Valley Union School District,898,50,3
CA,6,153,Alhambra Unified School District,"172,792","16,598","2,894"
CA,6,1950,Alisal Union Elementary School District,"59,313","8,057","1,887"
CA,6,1980,Allensworth Elementary School District,502,96,31
CA,6,2010,Alpaugh Unified School District,"1,416",373,117
CA,6,2070,Alpine County Unified School District,"1,129",151,38
CA,6,2100,Alpine Union Elementary School District,"19,714","2,149",156
CA,6,2160,Alta Loma Elementary School District,"58,509","6,152",531
CA,6,2220,Alta Vista Elementary School District,"3,252",531,232
CA,6,2250,Alta-Dutch Flat Union Elementary School District,"2,005",149,25
CA,6,2310,Alum Rock Union Elementary School District,"119,317","15,153","1,524"
CA,6,2360,Alview-Dairyland Union Elementary School District,"1,874",274,74
CA,6,2370,Alvina Elementary School District,689,110,31
CA,6,2430,Alvord Unified School District,"118,395","22,882","2,759"
CA,6,2450,Amador County Unified School District,"39,752","4,398",514
CA,6,2610,Anaheim Elementary School District,"206,613","19,868","3,915"
CA,6,2630,Anaheim Union High School District,"408,212","34,342","5,423"
CA,6,2700,Anderson Union High School District,"38,966","2,264",264
CA,6,2730,Anderson Valley Unified School District,"2,938",506,81
CA,6,2760,Antelope Elementary School District,"6,014",593,130
CA,6,2820,Antelope Valley Union Joint High School District,"381,865","26,627","4,364"
CA,6,2850,Antioch Unified School District,"117,811","22,514","3,329"
CA,6,17,Apple Valley Unified School District,"83,074","15,361","3,096"
CA,6,2970,Arcadia Unified School District,"58,912","8,999",861
CA,6,3000,Arcata Elementary School District,"14,673",813,265
CA,6,3060,Arcohe Union Elementary School District,"5,051",550,48
CA,6,3090,Arena Union Elementary School District,"3,341",299,59
CA,6,3180,Armona Union Elementary School District,"6,679","1,131",205
CA,6,91136,Aromas-San Juan Unified School District,"9,972","1,550",130
CA,6,3270,Arvin Union School District,"21,191","3,854","1,332"
CA,6,3300,Atascadero Unified School District,"37,544","5,390",470
CA,6,3420,Atwater Elementary School District,"36,411","5,038","1,141"
CA,6,3480,Auburn Union Elementary School District,"37,701","3,302",395
CA,6,3600,Azusa Unified School District,"68,527","11,763","1,934"
CA,6,3610,Baker Valley Unified School District,"1,038",219,44
CA,6,3630,Bakersfield City School District,"199,502","30,524","11,971"
CA,6,3690,Baldwin Park Unified School District,"76,360","14,685","2,751"
CA,6,3720,Ballard Elementary School District,"1,491",153,14
CA,6,3750,Ballico-Cressey Elementary School District,"2,268",322,46
CA,6,3780,Bangor Union Elementary School District,"1,247",139,17
CA,6,3840,Banning Unified School District,"37,773","5,784","1,138"
CA,6,3870,Banta Elementary School District,"5,779",232,14
CA,6,4020,Barstow Unified School District,"35,967","6,622","2,100"
CA,6,4080,Bass Lake Joint Union Elementary School District,"12,553","1,085",354
CA,6,4110,Bassett Unified School District,"28,123","5,168",902
CA,6,4200,Bayshore Elementary School District,"6,131",685,61
CA,6,4230,Bear Valley Unified School District,"19,854","2,864",479
CA,6,4260,Beardsley Elementary School District,"18,357","2,005",800
CA,6,4290,Beaumont Unified School District,"53,849","9,041",729
CA,6,4350,Bella Vista Elementary School District,"3,817",355,45
CA,6,4500,Belleview Elementary School District,"1,739",137,23
CA,6,4380,Bellevue Union School District,"24,806","2,484",254
CA,6,4440,Bellflower Unified School District,"83,313","14,573","2,158"
CA,6,4530,Belmont-Redwood Shores Elementary School District,"43,462","4,260",117
CA,6,4560,Belridge Elementary School District,128,24,8
CA,6,4620,Benicia Unified School District,"29,335","4,838",317
CA,6,4650,Bennett Valley Union Elementary School District,"10,156",711,30
CA,6,4740,Berkeley Unified School District,"124,433","9,817",661
CA,6,4800,Berryessa Union Elementary School District,"85,864","9,094",503
CA,6,4830,Beverly Hills Unified School District,"34,781","4,759",541
CA,6,4860,Big Creek Elementary School District,462,69,14
CA,6,4890,Big Lagoon Union Elementary School District,467,33,3
CA,6,91137,Big Oak Flat-Groveland Unified School District,"5,237",579,76
CA,6,4950,Big Pine Unified School District,"1,806",237,22
CA,6,4980,Big Springs Union Elementary School District,"1,738",177,45
CA,6,31,Big Sur Unified School District,455,26,3
CA,6,5010,Big Valley Joint Unified School District,"1,607",238,32
CA,6,5040,Biggs Unified School District,"3,469",683,138
CA,6,1409,Bishop Unified School District,"12,672","1,932",248
CA,6,5190,Bitterwater-Tully Union Elementary School District,155,14,2
CA,6,5220,Black Butte Union Elementary School District,"4,432",297,60
CA,6,5240,Black Oak Mine Unified School District,"14,454","1,901",193
CA,6,5250,Blake Elementary School District,181,12,0
CA,6,5280,Blochman Union Elementary School District,772,78,15
CA,6,5400,Blue Lake Union Elementary School District,"2,468",226,50
CA,6,5490,Bogus Elementary School District,358,20,7
CA,6,5520,Bolinas-Stinson Union Elementary School District,"2,393",162,2
CA,6,5610,Bonita Unified School District,"62,539","9,233",726
CA,6,5640,Bonny Doon Union Elementary School District,"3,051",179,42
CA,6,1426,Bonsall Unified School District,"18,286","2,791",210
CA,6,5700,Borrego Springs Unified School District,"4,173",503,32
CA,6,5730,Bradley Union Elementary School District,440,38,2
CA,6,5790,Brawley Elementary School District,"26,659","3,965","1,218"
CA,6,5820,Brawley Union High School District,"29,703","2,064",529
CA,6,5880,Brea-Olinda Unified School District,"36,835","5,730",388
CA,6,5910,Brentwood Union Elementary School District,"59,635","8,887",572
CA,6,5940,Bret Harte Union High School District,"19,946",783,135
CA,6,6000,Bridgeville Elementary School District,556,46,17
CA,6,6030,Briggs Elementary School District,"2,774",335,55
CA,6,6060,Brisbane Elementary School District,"8,913",726,34
CA,6,6090,Brittan Elementary School District,"3,605",424,40
CA,6,6100,Browns Elementary School District,989,115,8
CA,6,6270,Buckeye Union Elementary School District,"38,306","4,801",210
CA,6,6330,Buellton Union Elementary School District,"5,939",698,30
CA,6,6360,Buena Park Elementary School District,"51,120","5,839",996
CA,6,6420,Buena Vista Elementary School District,454,72,22
CA,6,6450,Burbank Unified School District,"105,641","13,684","1,326"
CA,6,6480,Burlingame Elementary School District,"31,947","3,255",129
CA,6,6510,Burnt Ranch Elementary School District,711,46,20
CA,6,6540,Burrel Union Elementary School District,569,98,21
CA,6,6570,Burton Elementary School District,"17,647","2,916",618
