State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
KS,20,8790,Lincoln Unified School District 298,"2,255",390,50
KS,20,8880,Little River Unified School District 444,"1,475",309,28
KS,20,8910,Logan Unified School District 326,965,189,24
KS,20,8970,Louisburg Unified School District 416,"9,258","1,746",72
KS,20,9000,Lyndon Unified School District 421,"2,556",472,53
KS,20,9030,Lyons Unified School District 405,"3,934",683,107
KS,20,9060,Macksville Unified School District 351,"1,261",250,47
KS,20,9090,Madison-Virgil Unified School District 386,"1,223",220,47
KS,20,9140,Maize Unified School District 266,"35,140","8,074",370
KS,20,9180,Manhattan Unified School District 383,"63,014","6,400",770
KS,20,9480,Marais des Cygnes Valley Unified School District 456,"1,514",285,34
KS,20,9240,Marion-Florence Unified School District 408,"3,324",556,67
KS,20,9660,Marmaton Valley Unified School District 256,"1,604",291,50
KS,20,16,Marysville Unified School District 364,"5,152",880,108
KS,20,9360,McLouth Unified School District 342,"3,357",597,57
KS,20,9390,McPherson Unified School District 418,"14,411","2,469",190
KS,20,9420,Meade Unified School District 226,"1,977",357,40
KS,20,3240,Mill Creek Valley Unified School District 329,"3,522",624,46
KS,20,9600,Minneola Unified School District 219,991,195,27
KS,20,9630,Montezuma Unified School District 371,"1,553",304,42
KS,20,5280,Morris County Unified School District 417,"4,898",703,105
KS,20,9720,Moscow Public Schools Unified School District 209,708,177,11
KS,20,9780,Moundridge Unified School District 423,"3,443",556,36
KS,20,9840,Mulvane Unified School District 263,"10,113","2,024",207
KS,20,353,Nemaha Unified School District 115,"3,942",722,84
KS,20,9900,Neodesha Unified School District 461,"3,238",629,98
KS,20,9930,Ness City Unified School District 303,"1,605",271,25
KS,20,9960,Newton Unified School District 373,"22,470","3,976",419
KS,20,9990,Nickerson Unified School District 309,"7,073","1,160",166
KS,20,28,North Central-Washington Schools Unified School District 108,"2,475",377,41
KS,20,4830,North Jackson Unified School District 335,"1,849",326,43
KS,20,3210,North Lyon County Unified School District 251,"3,365",605,62
KS,20,9570,North Ottawa County Unified School District 239,"3,252",546,62
KS,20,3480,Northeast Unified School District 246,"4,055",700,151
KS,20,3270,Northern Valley Unified School District 212,839,147,25
KS,20,10020,Norton Community Schools Unified School District 211,"4,728",629,76
KS,20,10050,Oakley Unified School District 274,"2,690",444,54
KS,20,10080,Oberlin Unified School District 294,"2,677",388,85
KS,20,10140,Olathe Unified School District 233,"162,141","30,964","1,787"
KS,20,10170,Onaga-Havensville-Wheaton Unified School District 322,"2,243",435,35
KS,20,10230,Osage City Unified School District 420,"3,679",655,118
KS,20,10260,Osawatomie Unified School District 367,"6,900","1,249",194
KS,20,10290,Osborne County Unified School District 392,"1,945",302,66
KS,20,10320,Oskaloosa Public Schools Unified School District 341,"3,832",612,75
KS,20,10350,Oswego Unified School District 504,"2,027",339,49
KS,20,4020,Otis-Bison Unified School District 403,"1,332",217,30
KS,20,15,Ottawa Unified School District 290,"14,359","2,494",315
KS,20,10440,Oxford Unified School District 358,"1,785",282,30
KS,20,10470,Palco Unified School District 269,779,139,24
KS,20,10500,Paola Unified School District 368,"12,199","2,173",154
KS,20,9850,Paradise Unified School District 399,677,123,25
KS,20,10560,Parsons Unified School District 503,"9,133","1,500",302
KS,20,11280,Pawnee Heights Unified School District 496,596,76,9
KS,20,10590,Peabody-Burns Unified School District 398,"2,270",396,47
KS,20,10620,Perry Public Schools Unified School District 343,"5,685","1,001",87
KS,20,10650,Phillipsburg Unified School District 325,"3,327",542,76
KS,20,5310,Pike Valley Unified School District 426,"1,100",200,27
KS,20,10680,Piper Unified School District 203,"10,604","2,167",136
KS,20,10710,Pittsburg Unified School District 250,"22,631","3,163",636
KS,20,10740,Plainville Unified School District 270,"2,345",404,47
KS,20,10770,Pleasanton Unified School District 344,"2,000",347,48
KS,20,350,Prairie Hills Unified School District 113,"6,678","1,350",134
KS,20,8250,Prairie View Unified School District 362,"5,740","1,007",123
KS,20,10890,Pratt Unified School District 382,"7,996","1,378",178
KS,20,10920,Pretty Prairie Unified School District 311,"1,535",252,36
KS,20,10950,Quinter Public Schools Unified School District 293,"1,441",293,46
KS,20,23,Rawlins County Unified School District 105,"2,115",325,63
KS,20,6240,Remington-Whitewater Unified School District 206,"3,705",746,60
KS,20,11080,Renwick Unified School District 267,"8,620","2,242",124
KS,20,30,Republic County-Hillcrest Rural Schools Unified School District 109,"3,563",534,106
KS,20,11100,Riley County Unified School District 378,"4,708",808,77
KS,20,351,Riverside Unified School District 114,"3,313",559,91
KS,20,11130,Riverton Unified School District 404,"3,565",612,84
KS,20,4,Rock Creek Unified School District 323,"5,653","1,103",74
KS,20,29,Rock Hills Unified School District 107,"2,613",372,73
KS,20,11190,Rolla Unified School District 217,609,121,25
KS,20,11250,Rose Hill Public Schools Unified School District 394,"8,147","1,767",117
KS,20,9320,Royal Valley Unified School District 337,"4,414",861,95
KS,20,7440,Rural Vista Unified School District 481,"2,112",341,58
KS,20,11310,Russell County Unified School District 407,"5,672",923,165
KS,20,11370,Salina Unified School District 305,"48,175","8,091","1,210"
KS,20,10410,Santa Fe Trail Unified School District 434,"6,121","1,030",152
KS,20,11400,Satanta Unified School District 507,"1,652",343,57
KS,20,17,Scott County Unified School District 466,"4,834",981,99
KS,20,11490,Seaman Unified School District 345,"20,284","3,918",223
KS,20,11550,Sedgwick Public Schools Unified School District 439,"2,186",475,33
KS,20,12180,Shawnee Heights Unified School District 450,"18,981","3,548",197
KS,20,11640,Shawnee Mission Public Schools Unified School District,"242,609","34,650","2,314"
KS,20,11700,Silver Lake Unified School District 372,"3,383",704,51
KS,20,11430,Skyline Schools Unified School District 438,"1,099",228,38
KS,20,7,Smith Center Unified School District 237,"2,707",379,59
KS,20,2,Smoky Valley Unified School District 400,"6,259","1,007",86
KS,20,11760,Solomon Unified School District 393,"1,921",352,31
KS,20,8130,South Barber Unified School District 255,"1,433",231,44
KS,20,7470,South Brown County Unified School District 430,"3,299",665,143
KS,20,11790,South Haven Unified School District 509,834,163,18
KS,20,1,Southeast of Saline Unified School District 306,"3,004",586,56
KS,20,6510,Southern Cloud Unified School District 334,"1,375",249,44
KS,20,6930,Southern Lyon County Unified School District 252,"2,847",539,53
KS,20,11820,Spearville Unified School District 381,"1,146",239,32
KS,20,11850,Spring Hill Unified School District 230,"12,758","2,586",88
KS,20,11880,St. Francis Community Schools Unified School District 297,"1,965",268,45
KS,20,11910,St. John-Hudson Unified School District 350,"1,742",293,37
KS,20,11970,Stafford Unified School District 349,"1,356",202,50
KS,20,7860,Stanton County Unified School District 452,"2,019",428,48
KS,20,12030,Sterling Unified School District 376,"2,961",446,59
KS,20,12060,Stockton Unified School District 271,"1,862",274,40
KS,20,12090,Sublette Unified School District 374,"2,234",481,48
KS,20,12120,Sylvan Grove Unified School District 299,"1,579",235,43
KS,20,12150,Syracuse Unified School District 494,"2,539",562,94
KS,20,346,Thunder Ridge Unified School District 110,"1,566",254,41
KS,20,12210,Tonganoxie Unified School District 464,"10,981","2,056",105
KS,20,12260,Topeka Public Schools Unified School District 501,"97,524","15,479","2,573"
KS,20,13,Triplains Unified School District 275,470,86,19
KS,20,12330,Troy Public Schools Unified School District 429,"1,824",318,21
KS,20,12360,Turner Unified School District 202,"19,754","4,060",926
KS,20,3960,Twin Valley Unified School District 240,"2,432",437,49
KS,20,12390,Udall Unified School District 463,"1,946",363,46
KS,20,12420,Ulysses Unified School District 214,"7,094","1,596",235
KS,20,12450,Uniontown Unified School District 235,"2,168",462,88
KS,20,12510,Valley Center Public Schools Unified School District 262,"14,462","3,083",216
KS,20,12540,Valley Falls Unified School District 338,"2,305",430,30
KS,20,12780,Valley Heights Unified School District 498,"2,168",385,49
KS,20,4560,Vermillion Unified School District 380,"2,698",470,41
KS,20,12600,Victoria Unified School District 432,"1,913",347,27
KS,20,12630,WaKeeney Unified School District 208,"2,666",361,47
KS,20,6060,Wabaunsee East Unified School District 330,"3,139",514,39
KS,20,4470,Waconda Unified School District 272,"2,427",383,59
KS,20,11610,Wallace County Schools Unified School District 241,"1,200",195,36
KS,20,3,Wamego Unified School District 320,"8,303","1,613",157
KS,20,12840,Wellington Unified School District 353,"9,143","1,668",232
KS,20,12870,Wellsville Unified School District 289,"4,788",886,46
KS,20,12900,Weskan Unified School District 242,317,71,9
KS,20,7500,West Elk Unified School District 282,"2,184",316,91
KS,20,10800,West Franklin Unified School District 287,"4,819",820,100
KS,20,20,Western Plains Unified School District 106,"1,170",174,23
KS,20,6630,Wheatland Unified School District 292,815,139,22
KS,20,12990,Wichita Unified School District 259,"338,113","57,264","11,606"
KS,20,13050,Winfield Unified School District 465,"14,585","2,403",359
KS,20,13110,Woodson Unified School District 366,"2,605",424,88
KY,21,30,Adair County School District,"19,202","2,826",752
KY,21,70,Allen County School District,"21,315","3,632",727
KY,21,90,Anchorage Independent School District,"2,536",426,22
KY,21,120,Anderson County School District,"22,747","3,957",468
KY,21,150,Ashland Independent School District,"20,530","3,232","1,047"
KY,21,180,Augusta Independent School District,"1,404",241,69
KY,21,210,Ballard County School District,"7,888","1,256",266
KY,21,240,Barbourville Independent School District,"2,980",424,136
KY,21,270,Bardstown Independent School District,"13,772","2,343",471
KY,21,300,Barren County School District,"27,939","5,116","1,112"
KY,21,330,Bath County School District,"12,500","2,294",596
KY,21,360,Beechwood Independent School District,"6,023","1,258",54
KY,21,390,Bell County School District,"15,030","2,304",909
KY,21,420,Bellevue Independent School District,"6,035",821,111
KY,21,480,Berea Independent School District,"7,512","1,078",180
KY,21,510,Boone County School District,"126,751","24,355","1,878"
KY,21,540,Bourbon County School District,"14,345","2,483",367
KY,21,570,Bowling Green Independent School District,"31,072","3,510",904
KY,21,620,Boyd County School District,"22,363","3,530",811
KY,21,630,Boyle County School District,"15,693","2,450",277
KY,21,660,Bracken County School District,"6,899","1,222",171
KY,21,690,Breathitt County School District,"11,678","1,715",598
KY,21,720,Breckinridge County School District,"19,028","3,119",692
KY,21,750,Bullitt County School District,"81,674","13,382","1,359"
KY,21,780,Burgin Independent School District,"2,819",442,40
KY,21,810,Butler County School District,"12,879","2,128",505
KY,21,840,Caldwell County School District,"12,747","2,114",435
KY,21,870,Calloway County School District,"27,829","3,792",635
KY,21,900,Campbell County School District,"50,603","7,186",530
KY,21,930,Campbellsville Independent School District,"9,055","1,255",371
KY,21,960,Carlisle County School District,"4,760",785,170
KY,21,990,Carroll County School District,"10,631","1,960",408
KY,21,1020,Carter County School District,"26,797","4,340","1,111"
KY,21,1050,Casey County School District,"16,159","2,673",835
KY,21,1110,Caverna Independent School District,"6,025",888,315
KY,21,1150,Christian County School District,"57,436","9,721","2,684"
KY,21,1200,Clark County School District,"36,263","5,855",970
KY,21,1230,Clay County School District,"19,901","3,009","1,190"
KY,21,1260,Clinton County School District,"10,218","1,666",494
KY,21,1290,Cloverport Independent School District,"1,449",233,77
KY,21,1320,Corbin Independent School District,"9,979","1,751",406
KY,21,1350,Covington Independent School District,"33,707","4,718","1,613"
KY,21,1380,Crittenden County School District,"8,806","1,469",426
KY,21,1410,Cumberland County School District,"6,614","1,008",308
KY,21,1440,Danville Independent School District,"14,367","1,954",468
KY,21,1470,Daviess County School District,"71,035","13,007","1,715"
KY,21,1500,Dawson Springs Independent School District,"2,633",488,134
KY,21,1530,Dayton Independent School District,"5,308",870,216
KY,21,1590,East Bernstadt Independent School District,"1,258",148,50
KY,21,1620,Edmonson County School District,"12,150","1,617",330
KY,21,1650,Elizabethtown Independent School District,"12,948","2,154",339
KY,21,1680,Elliott County School District,"7,517",998,286
KY,21,1710,Eminence Independent School District,"3,278",614,137
KY,21,1740,Erlanger-Elsmere Independent School District,"17,726","2,901",541
KY,21,1760,Estill County School District,"14,106","2,238",690
KY,21,1800,Fairview Independent School District,"3,825",573,227
KY,21,1860,Fayette County School District,"323,152","48,051","6,881"
KY,21,1920,Fleming County School District,"14,581","2,604",834
KY,21,1950,Floyd County School District,"35,589","5,715","1,900"
KY,21,78,Fort Campbell Dependent Schools,"13,027","2,673",482
KY,21,79,Fort Knox Dependent Schools,"11,452","2,251",183
KY,21,2040,Fort Thomas Independent School District,"15,715","2,767",96
KY,21,1980,Frankfort Independent School District,"4,581",643,153
KY,21,2010,Franklin County School District,"46,410","7,014",952
KY,21,2100,Fulton County School District,"3,724",578,183
KY,21,2070,Fulton Independent School District,"2,229",370,147
KY,21,2130,Gallatin County School District,"8,869","1,559",251
KY,21,2160,Garrard County School District,"17,666","2,897",599
KY,21,2220,Glasgow Independent School District,"13,174","1,946",591
KY,21,2250,Grant County School District,"21,421","4,051",683
KY,21,2280,Graves County School District,"27,609","4,839",947
KY,21,2300,Grayson County School District,"26,427","4,469","1,033"
KY,21,2340,Green County School District,"10,941","1,662",352
KY,21,2400,Greenup County School District,"18,545","3,051",602
KY,21,2460,Hancock County School District,"8,722","1,591",221
KY,21,2490,Hardin County School District,"90,182","15,899","1,901"
KY,21,2540,Harlan County School District,"23,403","3,870","1,450"
KY,21,2520,Harlan Independent School District,"2,607",471,179
KY,21,2580,Harrison County School District,"18,886","3,103",591
KY,21,2640,Hart County School District,"16,146","2,824",709
KY,21,2670,Hazard Independent School District,"4,504",704,235
KY,21,2710,Henderson County School District,"45,210","7,658","1,416"
KY,21,2760,Henry County School District,"12,848","2,165",422
KY,21,2790,Hickman County School District,"4,380",610,149
KY,21,2860,Hopkins County School District,"42,053","6,962","1,506"
KY,21,2940,Jackson County School District,"13,329","2,165",710
KY,21,2910,Jackson Independent School District,952,128,49
KY,21,2990,Jefferson County School District,"766,757","120,489","20,666"
KY,21,3000,Jenkins Independent School District,"2,852",454,173
KY,21,3030,Jessamine County School District,"54,115","9,477","1,415"
KY,21,3060,Johnson County School District,"18,723","3,224",821
KY,21,3090,Kenton County School District,"104,009","18,743","1,632"
KY,21,3120,Knott County School District,"14,806","2,158",653
KY,21,3150,Knox County School District,"27,034","4,666","1,705"
KY,21,3180,Larue County School District,"14,398","2,450",466
KY,21,3210,Laurel County School District,"60,813","10,140","2,563"
KY,21,3240,Lawrence County School District,"15,317","2,643",724
KY,21,3270,Lee County School District,"7,403",974,411
KY,21,3330,Leslie County School District,"9,877","1,567",566
KY,21,3360,Letcher County School District,"18,701","2,978",896
KY,21,3390,Lewis County School District,"13,275","2,126",611
KY,21,3480,Lincoln County School District,"24,549","4,192","1,007"
KY,21,3510,Livingston County School District,"9,194","1,361",255
KY,21,3540,Logan County School District,"20,963","3,640",676
KY,21,3630,Ludlow Independent School District,"5,533",926,155
KY,21,3690,Lyon County School District,"8,210",922,158
KY,21,3720,Madison County School District,"85,475","12,889","1,941"
KY,21,3750,Magoffin County School District,"12,161","2,020",657
KY,21,3780,Marion County School District,"19,273","3,405",630
KY,21,3810,Marshall County School District,"31,100","4,739",741
KY,21,3840,Martin County School District,"11,195","1,667",561
KY,21,3870,Mason County School District,"17,070","2,929",592
KY,21,3900,Mayfield Independent School District,"9,657","1,599",582
KY,21,3960,McCracken County School District,"45,088","7,473","1,245"
KY,21,3990,McCreary County School District,"17,231","2,716","1,051"
KY,21,4020,McLean County School District,"9,207","1,654",264
KY,21,4050,Meade County School District,"24,950","4,123",430
KY,21,4080,Menifee County School District,"6,489",881,294
KY,21,4110,Mercer County School District,"19,114","3,106",604
KY,21,4140,Metcalfe County School District,"10,071","1,736",491
KY,21,4170,Middlesboro Independent School District,"9,350","1,373",569
KY,21,4200,Monroe County School District,"10,650","1,707",510
KY,21,4250,Montgomery County School District,"28,157","4,754",891
KY,21,4290,Morgan County School District,"13,309","1,759",450
KY,21,81,Muhlenberg County School District,"30,622","4,532","1,025"
KY,21,4380,Murray Independent School District,"11,172","1,314",231
KY,21,4410,Nelson County School District,"32,461","5,640",616
KY,21,4440,Newport Independent School District,"15,923","2,090",574
KY,21,4470,Nicholas County School District,"7,269","1,293",323
KY,21,4500,Ohio County School District,"23,994","4,355",809
KY,21,4530,Oldham County School District,"66,799","13,476",546
KY,21,4560,Owen County School District,"10,901","1,829",335
KY,21,4590,Owensboro Independent School District,"30,476","4,869","1,307"
KY,21,4620,Owsley County School District,"4,415",698,295
KY,21,4650,Paducah Independent School District,"20,330","3,142",982
KY,21,4680,Paintsville Independent School District,"3,465",445,140
KY,21,4710,Paris Independent School District,"5,443",832,248
KY,21,4740,Pendleton County School District,"14,590","2,408",438
KY,21,4770,Perry County School District,"21,254","3,517","1,046"
KY,21,4800,Pike County School District,"52,048","8,148","2,047"
KY,21,4830,Pikeville Independent School District,"5,828",750,191
KY,21,4860,Pineville Independent School District,"1,652",255,84
KY,21,4890,Powell County School District,"12,359","2,141",625
KY,21,4950,Pulaski County School District,"55,676","9,068","2,123"
KY,21,4980,Raceland-Worthington Independent School District,"4,310",701,147
KY,21,5040,Robertson County School District,"2,108",320,84
KY,21,5070,Rockcastle County School District,"16,695","2,646",660
KY,21,5100,Rowan County School District,"24,460","3,445",724
KY,21,5160,Russell County School District,"17,923","2,965",814
KY,21,5130,Russell Independent School District,"12,243","1,855",300
KY,21,5190,Russellville Independent School District,"6,139",906,241
KY,21,5220,Science Hill Independent School District,"2,278",292,122
KY,21,5260,Scott County School District,"57,004","10,592",920
KY,21,5320,Shelby County School District,"49,024","8,049",905
KY,21,5400,Simpson County School District,"18,572","3,228",566
KY,21,5430,Somerset Independent School District,"9,302","1,315",485
KY,21,5460,Southgate Independent School District,"2,638",308,72
KY,21,5490,Spencer County School District,"19,351","3,252",265
KY,21,5520,Taylor County School District,"16,714","2,867",486
KY,21,5550,Todd County School District,"12,294","2,345",511
KY,21,5580,Trigg County School District,"14,649","2,346",468
KY,21,5610,Trimble County School District,"8,471","1,385",202
KY,21,5640,Union County School District,"14,381","1,924",330
KY,21,5700,Walton-Verona Independent School District,"6,830","1,512",129
KY,21,5730,Warren County School District,"101,824","18,293","2,705"
KY,21,5760,Washington County School District,"12,095","2,028",374
KY,21,5790,Wayne County School District,"20,333","3,003",906
KY,21,5820,Webster County School District,"12,942","2,152",404
KY,21,5850,West Point Independent School District,997,102,21
KY,21,5880,Whitley County School District,"21,956","4,127","1,178"
KY,21,5910,Williamsburg Independent School District,"5,460",775,195
KY,21,5940,Williamstown Independent School District,"3,648",698,105
KY,21,5970,Wolfe County School District,"7,157","1,175",480
KY,21,6000,Woodford County School District,"26,734","4,371",465
LA,22,30,Acadia Parish School District,"62,045","11,746","2,828"
LA,22,60,Allen Parish School District,"25,627","4,137",967
LA,22,90,Ascension Parish School District,"126,604","24,805","3,116"
LA,22,120,Assumption Parish School District,"21,891","3,430",793
LA,22,150,Avoyelles Parish School District,"40,144","6,770","2,090"
LA,22,40,Baker City School District,"13,643","2,763",692
LA,22,180,Beauregard Parish School District,"37,497","6,643","1,271"
LA,22,210,Bienville Parish School District,"13,241","2,165",661
LA,22,240,Bogalusa City School District,"17,036","2,829","1,085"
LA,22,270,Bossier Parish School District,"127,039","22,884","5,725"
LA,22,300,Caddo Parish School District,"240,204","40,757","13,695"
LA,22,330,Calcasieu Parish School District,"203,436","36,283","8,766"
LA,22,360,Caldwell Parish School District,"9,918","1,633",424
LA,22,390,Cameron Parish School District,"6,973","1,129",193
LA,22,420,Catahoula Parish School District,"9,494","1,481",464
LA,22,6840,Central Community School District,"28,826","4,801",550
LA,22,450,Claiborne Parish School District,"15,670","2,014",751
LA,22,480,Concordia Parish School District,"19,259","3,304","1,162"
LA,22,510,De Soto Parish School District,"27,463","4,866",981
LA,22,540,East Baton Rouge Parish School District,"376,378","59,417","15,251"
LA,22,570,East Carroll Parish School District,"6,861","1,211",560
LA,22,600,East Feliciana Parish School District,"19,135","2,506",549
LA,22,630,Evangeline Parish School District,"33,395","6,024","1,840"
LA,22,660,Franklin Parish School District,"20,015","3,679","1,334"
LA,22,690,Grant Parish School District,"22,389","3,411",746
LA,22,720,Iberia Parish School District,"69,830","12,980","3,733"
LA,22,750,Iberville Parish School District,"32,511","4,807","1,234"
LA,22,780,Jackson Parish School District,"15,744","2,575",649
LA,22,810,Jefferson Davis Parish School District,"31,368","5,870","1,377"
LA,22,840,Jefferson Parish School District,"432,493","67,188","14,739"
LA,22,960,La Salle Parish School District,"14,892","2,484",491
LA,22,870,Lafayette Parish School District,"244,390","41,312","8,950"
LA,22,900,Lafourche Parish School District,"97,614","16,369","3,474"
LA,22,990,Lincoln Parish School District,"46,742","6,714","2,517"
LA,22,1020,Livingston Parish School District,"140,789","26,380","3,695"
LA,22,1050,Madison Parish School District,"10,951","1,849","1,003"
LA,22,1080,Monroe City School District,"48,783","8,784","4,318"
LA,22,1110,Morehouse Parish School District,"24,874","4,328","1,620"
LA,22,1140,Natchitoches Parish School District,"38,158","6,427","1,396"
LA,22,1170,Orleans Parish School District,"390,144","54,846","19,898"
LA,22,1200,Ouachita Parish School District,"104,496","18,529","5,519"
LA,22,1230,Plaquemines Parish School District,"23,197","4,443",772
LA,22,1260,Pointe Coupee Parish School District,"21,730","3,371",888
LA,22,1290,Rapides Parish School District,"129,648","23,286","5,259"
LA,22,1320,Red River Parish School District,"8,442","1,447",429
LA,22,1350,Richland Parish School District,"20,122","3,422","1,169"
LA,22,1380,Sabine Parish School District,"23,884","4,138",943
LA,22,1410,St. Bernard Parish School District,"47,244","9,171","2,399"
LA,22,1440,St. Charles Parish School District,"53,100","9,658","1,362"
LA,22,1470,St. Helena Parish School District,"10,132","1,539",437
LA,22,1500,St. James Parish School District,"21,096","3,525",735
LA,22,1530,St. John the Baptist Parish School District,"42,837","7,704","1,818"
LA,22,1560,St. Landry Parish School District,"82,124","15,745","4,263"
LA,22,1590,St. Martin Parish School District,"53,431","9,220","2,354"
LA,22,1620,St. Mary Parish School District,"49,348","8,410","2,775"
LA,22,1650,St. Tammany Parish School District,"260,419","46,376","6,230"
LA,22,1680,Tangipahoa Parish School District,"134,758","23,206","6,962"
LA,22,1710,Tensas Parish School District,"4,334",717,321
LA,22,1740,Terrebonne Parish School District,"110,461","20,133","4,835"
LA,22,1770,Union Parish School District,"22,108","3,493","1,031"
LA,22,1800,Vermilion Parish School District,"59,511","11,119","2,499"
LA,22,1830,Vernon Parish School District,"47,429","7,801","1,582"
LA,22,1860,Washington Parish School District,"29,158","5,096","1,387"
LA,22,1890,Webster Parish School District,"38,340","6,238","1,974"
LA,22,1920,West Baton Rouge Parish School District,"26,465","4,523",869
LA,22,1950,West Carroll Parish School District,"10,830","1,859",488
LA,22,1980,West Feliciana Parish School District,"15,568","1,907",333
LA,22,2010,Winn Parish School District,"13,904","2,059",564
LA,22,39,Zachary Community School District,"21,212","4,425",736
ME,23,2220,Acton,"2,575",365,32
ME,23,2500,Airline Community School District,509,64,6
ME,23,2280,Alexander,478,58,15
ME,23,14823,Andover Public Schools,825,85,14
ME,23,2510,Appleton,"1,317",147,26
ME,23,82001,Aroostook Unorganized Territory,"1,792",167,34
ME,23,14817,Athens,985,148,26
ME,23,2610,Auburn,"23,176","3,609",380
ME,23,2640,Augusta,"19,153","2,244",451
ME,23,2730,Baileyville,"1,455",224,56
ME,23,2820,Bangor,"32,647","3,685",546
ME,23,2850,Bar Harbor,"5,290",454,34
ME,23,2880,Baring Plantation,240,41,13
ME,23,2950,Beals,485,29,4
ME,23,2960,Beaver Cove,117,9,2
ME,23,2980,Beddington,48,3,1
ME,23,3150,Biddeford,"22,411","2,591",378
ME,23,3210,Blue Hill,"2,715",355,27
ME,23,3290,Boothbay-Boothbay Harbor Community School District,"5,316",549,72
ME,23,3390,Bowerbank,111,6,2
ME,23,3480,Bremen,807,37,5
ME,23,3510,Brewer,"9,381","1,282",109
ME,23,4,Bridgewater,569,86,10
ME,23,14811,Brighton Plantation,68,4,1
ME,23,3600,Bristol,"2,770",295,28
ME,23,3610,Brooklin,833,111,18
ME,23,3640,Brooksville,944,102,15
ME,23,3780,Brunswick,"21,240","2,632",188
ME,23,14834,Burlington Public Schools,359,45,8
ME,23,14835,Byron Public Schools,145,26,2
ME,23,3870,Calais,"2,983",422,85
ME,23,3930,Cape Elizabeth,"9,421","1,692",67
ME,23,61,Caratunk,67,3,1
ME,23,3980,Carrabassett Valley,764,98,7
ME,23,3990,Carroll Plantation,151,23,4
ME,23,4080,Castine,"1,381",80,11
ME,23,4110,Caswell,284,42,14
ME,23,4160,Charlotte,317,53,8
ME,23,14771,Chebeague Island,354,36,4
ME,23,14814,Cherryfield,"1,177",152,29
ME,23,4440,Cooper,147,17,4
ME,23,4500,Coplin Plantation,163,19,2
ME,23,4620,Cranberry Isles,143,19,6
ME,23,4650,Crawford,96,13,2
ME,23,65,Cutler,484,75,16
ME,23,4830,Damariscotta,"2,229",100,9
ME,23,4860,Dayton Public Schools,"2,063",365,11
ME,23,4880,Deblois,54,7,1
ME,23,4890,Dedham,"1,698",220,10
ME,23,4895,Deer Isle-Stonington Community School District,"3,050",346,61
ME,23,4897,Dennistown Plantation,32,3,0
ME,23,4900,Dennysville,327,54,10
ME,23,5160,Drew Plantation,39,6,1
ME,23,14839,Eagle Lake Public Schools,809,86,8
ME,23,62,East Machias,"1,304",205,45
ME,23,5280,East Millinocket,"1,700",251,37
ME,23,5310,Easton,"1,201",184,26
ME,23,5360,Eastport,"1,271",137,41
ME,23,5400,Edgecomb,"1,256",195,42
ME,23,5500,Ellsworth Public Schools,"7,824","1,144",130
ME,23,14818,Eustis,607,60,8
ME,23,5670,Falmouth,"11,705","2,155",55
ME,23,8,Fayette,"1,141",147,10
ME,23,53,Five Town Community School District,"13,257",659,49
ME,23,82003,Franklin Unorganized Territory,"1,007",141,16
ME,23,7590,Frenchboro,62,14,1
ME,23,5970,Georgetown,"1,059",127,21
ME,23,5980,Gilead,213,21,3
ME,23,6000,Glenburn,"4,550",698,59
ME,23,6030,Glenwood Plantation,3,0,0
ME,23,6060,Gorham,"17,140","2,659",132
ME,23,5,Grand Isle,436,53,19
ME,23,6150,Great Lake Stream Plantation,104,7,1
ME,23,6160,Great Salt Bay Community School District,"4,797",370,66
ME,23,6180,Greenbush,"1,474",230,24
ME,23,6250,Greenville,"1,576",165,25
ME,23,6260,Hancock Public Schools,"2,419",318,46
ME,23,82011,Hancock Unorganized Territory,213,33,7
ME,23,6330,Harmony,908,123,19
ME,23,6510,Hermon,"5,334",867,41
ME,23,6600,Highland Plantation,71,12,2
ME,23,6610,Hope,"1,540",173,18
ME,23,1,Indian Island,603,113,21
ME,23,2,Indian Township,686,161,40
ME,23,6780,Isle au Haut,67,8,1
ME,23,6810,Islesboro,579,67,4
ME,23,6870,Jefferson,"2,438",314,33
ME,23,6900,Jonesboro,557,83,18
ME,23,7100,Jonesport,"1,308",121,28
ME,23,82005,Kennebec Unorganized Territory,43,6,1
ME,23,7110,Kingsbury Plantation,27,0,0
ME,23,7140,Kittery,"10,000","1,014",64
ME,23,82007,Knox Unorganized Territory,1,0,0
ME,23,59,Lake View Plantation,85,6,2
ME,23,7200,Lakeville,104,9,1
ME,23,7250,Lamoine Public Schools,"1,618",208,21
ME,23,7320,Lewiston,"36,785","5,340","1,019"
ME,23,14842,Limestone Public Schools,"2,159",351,80
ME,23,7440,Lincoln Plantation,45,2,0
ME,23,82006,Lincoln Unorganized Territory,1,0,0
ME,23,7450,Lincolnville,"2,216",192,24
ME,23,7530,Lisbon,"9,068","1,468",164
ME,23,9,Long Island,241,33,1
ME,23,82013,Louds Island Unorganized Territory,0,0,0
ME,23,63,Lowell,354,36,7
ME,23,7710,Machias,"2,117",235,67
ME,23,67,Machiasport,"1,069",141,31
ME,23,7770,Macwahoc Plantation,76,7,1
ME,23,7800,Madawaska,"3,765",456,71
ME,23,7980,Marshfield,501,89,17
ME,23,8135,Meddybemps,150,17,2
ME,23,8140,Medford,243,23,3
ME,23,8160,Medway,"1,336",190,44
ME,23,8250,Milford,"3,032",393,70
